Pakistan_Crop_Name,FAO_Item_Name,FAO_Code,HS_Code,HS_Description,FABLE_Category,Action,Conv_Factor
Mutton: Sheep + Goats,—,—,0104.20,Live goats,REDMEAT,CONVERT,0.46
Prohibited,Pig meat,1035,0203.11,"Pig carcasses, fresh/chilled",PORK,ZERO/N/A,—
Not tracked in ASP or FVC,Edible offal,868,0206.10,"Bovine offal, fresh/chilled",OTHER,INCLUDE,1.00
Not tracked in ASP or FVC,Edible offal,868,0206.29,"Other bovine offal, frozen",OTHER,INCLUDE,1.00
Not tracked in ASP or FVC,"Edible offal of sheep, fresh, chilled or frozen",978,0206.80,"Sheep/goat offal, fresh/chilled",OTHER,INCLUDE,1.00
Not tracked in ASP or FVC,"Edible offal of sheep, fresh, chilled or frozen",978,0206.90,"Other offal, frozen",OTHER,INCLUDE,1.00
Prohibited,Beer,—,2203.00,Beer made from malt,ALCOHOL,ZERO/N/A,—
Prohibited,Wine,—,2204.21,Wine in containers ≤2L,ALCOHOL,ZERO/N/A,—
Prohibited,Spirits,—,2208.20,Spirits from distillation,ALCOHOL,ZERO/N/A,—
Linseed + Safflower + Castorseed,Oil of palm kernel,258,1513.21,"Palm kernel oil, crude",OLSOIL,INCLUDE,1.00
Linseed + Safflower + Castorseed,Oil of palm kernel,258,1513.29,"Palm kernel oil, refined",OLSOIL,INCLUDE,1.00
